Timestamp,Customer,Event
53.40775889074277,Customer 20,Resolved by Level 2
53.40775889074277,Customer 23,Level 2 Support Started
53.40775889074277,Customer 27,Level 1 Support Started
53.92185208079359,Customer 34,Arrived
53.92185208079359,Customer 34,Request type: simple
53.92185208079359,Customer 34,Queued for Level 1 Support
55.02215629184848,Customer 35,Arrived
55.02215629184848,Customer 35,Request type: simple
55.02215629184848,Customer 35,Queued for Level 1 Support
56.487377179887375,Customer 23,Resolved by Level 2
56.487377179887375,Customer 26,Level 2 Support Started
56.487377179887375,Customer 30,Level 1 Support Started
57.83731647173193,Customer 36,Arrived
57.83731647173193,Customer 36,Request type: complex
58.091818264736325,Customer 36,Resolved by AI
58.772275714296555,Customer 37,Arrived
58.772275714296555,Customer 37,Request type: simple
58.7794925319783,Customer 37,Resolved by AI
59.59751367300705,Customer 38,Arrived
59.59751367300705,Customer 38,Request type: simple
61.57885250533429,Customer 26,Resolved by Level 2
61.57885250533429,Customer 22,Level 2 Support Started
61.57885250533429,Customer 32,Level 1 Support Started
61.94631750348289,Customer 32,Escalated to Level 2
61.94631750348289,Customer 32,Queued for Level 2 Support
61.95582305228804,Customer 38,Resolved by AI
62.05631585185313,Customer 30,Escalated to Level 2
62.05631585185313,Customer 30,Queued for Level 2 Support
62.05842751582671,Customer 39,Arrived
62.05842751582671,Customer 39,Request type: simple
62.05842751582671,Customer 39,Queued for Level 1 Support
62.54062714300499,Customer 40,Arrived
62.54062714300499,Customer 40,Request type: complex
63.18113053310259,Customer 40,Resolved by AI
63.70332831212938,Customer 27,Escalated to Level 2
63.70332831212938,Customer 27,Queued for Level 2 Support
66.82127181300831,Customer 41,Arrived
66.82127181300831,Customer 41,Request type: complex
67.01942308578273,Customer 42,Arrived
67.01942308578273,Customer 42,Request type: simple
67.35077456696459,Customer 41,Resolved by AI
71.00722455276357,Customer 43,Arrived
71.00722455276357,Customer 43,Request type: complex
71.00722455276357,Customer 43,Queued for Level 1 Support
71.16496903288774,Customer 42,Resolved by AI
71.21443282886385,Customer 44,Arrived
71.21443282886385,Customer 44,Request type: simple
71.42541180509976,Customer 44,Resolved by AI
74.43924255645003,Customer 45,Arrived
74.43924255645003,Customer 45,Request type: complex
75.06030737061289,Customer 45,Resolved by AI
75.62988125760332,Customer 46,Arrived
75.62988125760332,Customer 46,Request type: simple
77.60567730772397,Customer 46,Resolved by AI
79.78055647143634,Customer 47,Arrived
79.78055647143634,Customer 47,Request type: simple
80.55836420474043,Customer 47,Resolved by AI
81.21397208275573,Customer 22,Resolved by Level 2
81.21397208275573,Customer 32,Level 2 Support Started
81.21397208275573,Customer 34,Level 1 Support Started
81.3626504532822,Customer 32,Resolved by Level 2
81.3626504532822,Customer 30,Level 2 Support Started
81.3626504532822,Customer 35,Level 1 Support Started
81.37901821984268,Customer 48,Arrived
81.37901821984268,Customer 48,Request type: complex
81.70348503776862,Customer 34,Resolved by Level 1
81.70348503776862,Customer 39,Level 1 Support Started
81.89157916933154,Customer 48,Resolved by AI
82.00560880907724,Customer 39,Resolved by Level 1
82.00560880907724,Customer 43,Level 1 Support Started
82.42216475973046,Customer 49,Arrived
82.42216475973046,Customer 49,Request type: complex
82.42216475973046,Customer 49,Queued for Level 1 Support
82.71107209622392,Customer 35,Resolved by Level 1
82.71107209622392,Customer 49,Level 1 Support Started
84.38751336564658,Customer 43,Escalated to Level 2
84.38751336564658,Customer 43,Queued for Level 2 Support
87.73409297305446,Customer 16,Resolved by Level 2
87.73409297305446,Customer 27,Level 2 Support Started
90.39966755338257,Customer 49,Escalated to Level 2
90.39966755338257,Customer 49,Queued for Level 2 Support
90.86318392755128,Customer 50,Arrived
90.86318392755128,Customer 50,Request type: complex
91.21516679010428,Customer 50,Resolved by AI
93.92223461693996,Customer 51,Arrived
93.92223461693996,Customer 51,Request type: simple
93.92223461693996,Customer 51,Queued for Level 1 Support
93.92223461693996,Customer 51,Level 1 Support Started
94.21655598994677,Customer 51,Resolved by Level 1
95.36924102529919,Customer 30,Resolved by Level 2
95.36924102529919,Customer 43,Level 2 Support Started
99.66084505810615,Customer 27,Resolved by Level 2
99.66084505810615,Customer 49,Level 2 Support Started
100.85110746993593,Customer 52,Arrived
100.85110746993593,Customer 52,Request type: simple
101.56003550982011,Customer 52,Resolved by AI
104.14421122159848,Customer 43,Resolved by Level 2
104.68194548811255,Customer 53,Arrived
104.68194548811255,Customer 53,Request type: simple
105.806529809813,Customer 53,Resolved by AI
106.649487635963,Customer 49,Resolved by Level 2
108.49416665160888,Customer 54,Arrived
108.49416665160888,Customer 54,Request type: simple
108.49416665160888,Customer 54,Queued for Level 1 Support
108.49416665160888,Customer 54,Level 1 Support Started
109.0304586717966,Customer 55,Arrived
109.0304586717966,Customer 55,Request type: simple
109.57385038649387,Customer 55,Resolved by AI
110.76031907444985,Customer 56,Arrived
110.76031907444985,Customer 56,Request type: complex
110.76031907444985,Customer 56,Queued for Level 1 Support
110.76031907444985,Customer 56,Level 1 Support Started
111.90272794236174,Customer 56,Escalated to Level 2
111.90272794236174,Customer 56,Queued for Level 2 Support
111.90272794236174,Customer 56,Level 2 Support Started
112.51288419988762,Customer 57,Arrived
112.51288419988762,Customer 57,Request type: complex
112.51288419988762,Customer 57,Queued for Level 1 Support
112.51288419988762,Customer 57,Level 1 Support Started
112.71024412618085,Customer 54,Resolved by Level 1
113.52053737107889,Customer 58,Arrived
113.52053737107889,Customer 58,Request type: simple
114.62982123238528,Customer 56,Resolved by Level 2
119.00999543451319,Customer 59,Arrived
119.00999543451319,Customer 59,Request type: simple
119.71498181068719,Customer 59,Resolved by AI
119.99290689867388,Customer 58,Resolved by AI
125.73955234145659,Customer 57,Escalated to Level 2
125.73955234145659,Customer 57,Queued for Level 2 Support
125.73955234145659,Customer 57,Level 2 Support Started
130.03214442385382,Customer 57,Resolved by Level 2
130.10173210249908,Customer 60,Arrived
130.10173210249908,Customer 60,Request type: simple
130.24427585122663,Customer 61,Arrived
130.24427585122663,Customer 61,Request type: complex
130.24427585122663,Customer 61,Queued for Level 1 Support
130.24427585122663,Customer 61,Level 1 Support Started
130.27340673827226,Customer 60,Resolved by AI
133.8327403549775,Customer 62,Arrived
133.8327403549775,Customer 62,Request type: simple
134.6415280037334,Customer 62,Resolved by AI
135.95523647566546,Customer 63,Arrived
135.95523647566546,Customer 63,Request type: simple
135.95523647566546,Customer 63,Queued for Level 1 Support
135.95523647566546,Customer 63,Level 1 Support Started
136.67626940937376,Customer 63,Resolved by Level 1
141.3245691531423,Customer 64,Arrived
141.3245691531423,Customer 64,Request type: simple
141.3245691531423,Customer 64,Queued for Level 1 Support
141.3245691531423,Customer 64,Level 1 Support Started
141.5698734024939,Customer 65,Arrived
141.5698734024939,Customer 65,Request type: simple
141.5698734024939,Customer 65,Queued for Level 1 Support
141.5698734024939,Customer 65,Level 1 Support Started
142.16931346765108,Customer 64,Resolved by Level 1
142.23176602797716,Customer 66,Arrived
142.23176602797716,Customer 66,Request type: complex
142.23176602797716,Customer 66,Queued for Level 1 Support
142.23176602797716,Customer 66,Level 1 Support Started
142.70812506259693,Customer 65,Resolved by Level 1
143.6776569971937,Customer 66,Resolved by Level 1
144.2433106638076,Customer 67,Arrived
144.2433106638076,Customer 67,Request type: complex
144.2433106638076,Customer 67,Queued for Level 1 Support
144.2433106638076,Customer 67,Level 1 Support Started
144.34757984155547,Customer 68,Arrived
144.34757984155547,Customer 68,Request type: simple
144.46875128915335,Customer 67,Escalated to Level 2
144.46875128915335,Customer 67,Queued for Level 2 Support
144.46875128915335,Customer 67,Level 2 Support Started
144.6513306777668,Customer 68,Resolved by AI
145.15917978570843,Customer 69,Arrived
145.15917978570843,Customer 69,Request type: simple
146.27531797151102,Customer 70,Arrived
146.27531797151102,Customer 70,Request type: simple
148.06052847309778,Customer 69,Resolved by AI
148.07467635884063,Customer 70,Resolved by AI
148.62427299431428,Customer 71,Arrived
148.62427299431428,Customer 71,Request type: simple
148.66700186636297,Customer 71,Resolved by AI
150.3712602917178,Customer 72,Arrived
150.3712602917178,Customer 72,Request type: simple
150.3712602917178,Customer 72,Queued for Level 1 Support
150.3712602917178,Customer 72,Level 1 Support Started
151.27842356344178,Customer 73,Arrived
151.27842356344178,Customer 73,Request type: simple
151.55035640266277,Customer 72,Resolved by Level 1
151.85253407258924,Customer 74,Arrived
151.85253407258924,Customer 74,Request type: simple
151.85253407258924,Customer 74,Queued for Level 1 Support
151.85253407258924,Customer 74,Level 1 Support Started
152.0487585823124,Customer 61,Escalated to Level 2
152.0487585823124,Customer 61,Queued for Level 2 Support
152.0487585823124,Customer 61,Level 2 Support Started
152.09913942132772,Customer 73,Resolved by AI
152.49124084092577,Customer 67,Resolved by Level 2
153.20329932439049,Customer 74,Resolved by Level 1
156.00682600630475,Customer 75,Arrived
156.00682600630475,Customer 75,Request type: complex
156.39655143384246,Customer 76,Arrived
156.39655143384246,Customer 76,Request type: complex
156.39655143384246,Customer 76,Queued for Level 1 Support
156.39655143384246,Customer 76,Level 1 Support Started
157.20404101508814,Customer 77,Arrived
157.20404101508814,Customer 77,Request type: complex
157.34077262183553,Customer 75,Resolved by AI
158.41228354888253,Customer 77,Resolved by AI
160.5334065659668,Customer 78,Arrived
160.5334065659668,Customer 78,Request type: simple
160.5334065659668,Customer 78,Queued for Level 1 Support
160.5334065659668,Customer 78,Level 1 Support Started
161.4976941254095,Customer 79,Arrived
161.4976941254095,Customer 79,Request type: complex
161.7913385050531,Customer 78,Resolved by Level 1
163.21547689651288,Customer 79,Resolved by AI
164.88971950141746,Customer 80,Arrived
164.88971950141746,Customer 80,Request type: simple
165.1043119532271,Customer 80,Resolved by AI
166.37440793875638,Customer 76,Escalated to Level 2
166.37440793875638,Customer 76,Queued for Level 2 Support
166.37440793875638,Customer 76,Level 2 Support Started
168.13749079667798,Customer 61,Resolved by Level 2
168.99061983988753,Customer 81,Arrived
168.99061983988753,Customer 81,Request type: complex
169.70275755565692,Customer 81,Resolved by AI
175.80640557576538,Customer 82,Arrived
175.80640557576538,Customer 82,Request type: complex
175.80640557576538,Customer 82,Queued for Level 1 Support
175.80640557576538,Customer 82,Level 1 Support Started
176.41917491995233,Customer 82,Resolved by Level 1
178.08226464729472,Customer 83,Arrived
178.08226464729472,Customer 83,Request type: complex
178.4756764404,Customer 84,Arrived
178.4756764404,Customer 84,Request type: complex
178.4756764404,Customer 84,Queued for Level 1 Support
178.4756764404,Customer 84,Level 1 Support Started
178.99002004644797,Customer 83,Resolved by AI
179.3240156792491,Customer 85,Arrived
179.3240156792491,Customer 85,Request type: simple
179.56981087885433,Customer 86,Arrived
179.56981087885433,Customer 86,Request type: simple
179.57319629894286,Customer 87,Arrived
179.57319629894286,Customer 87,Request type: complex
179.57319629894286,Customer 87,Queued for Level 1 Support
179.57319629894286,Customer 87,Level 1 Support Started
179.6423534120064,Customer 86,Resolved by AI
180.55771010690188,Customer 85,Resolved by AI
181.75589982876386,Customer 88,Arrived
181.75589982876386,Customer 88,Request type: complex
181.75589982876386,Customer 88,Queued for Level 1 Support
181.75589982876386,Customer 88,Level 1 Support Started
182.02210637598637,Customer 89,Arrived
182.02210637598637,Customer 89,Request type: complex
182.02210637598637,Customer 89,Queued for Level 1 Support
182.02210637598637,Customer 89,Level 1 Support Started
182.8116995301662,Customer 90,Arrived
182.8116995301662,Customer 90,Request type: complex
182.8116995301662,Customer 90,Queued for Level 1 Support
183.08708305261854,Customer 89,Resolved by Level 1
183.08708305261854,Customer 90,Level 1 Support Started
184.9985277805631,Customer 91,Arrived
184.9985277805631,Customer 91,Request type: simple
185.0173102556363,Customer 87,Escalated to Level 2
185.0173102556363,Customer 87,Queued for Level 2 Support
185.0173102556363,Customer 87,Level 2 Support Started
185.23448138751272,Customer 91,Resolved by AI
185.7145934387886,Customer 92,Arrived
185.7145934387886,Customer 92,Request type: complex
185.7145934387886,Customer 92,Queued for Level 1 Support
186.35139722379378,Customer 76,Resolved by Level 2
186.35139722379378,Customer 92,Level 1 Support Started
186.4925447469949,Customer 93,Arrived
186.4925447469949,Customer 93,Request type: simple
186.82632158645524,Customer 93,Resolved by AI
187.2523559858377,Customer 88,Escalated to Level 2
187.2523559858377,Customer 88,Queued for Level 2 Support
187.2523559858377,Customer 88,Level 2 Support Started
187.55349053246917,Customer 92,Escalated to Level 2
187.55349053246917,Customer 92,Queued for Level 2 Support
187.77436092061365,Customer 94,Arrived
187.77436092061365,Customer 94,Request type: simple
187.8663344721207,Customer 90,Escalated to Level 2
187.8663344721207,Customer 90,Queued for Level 2 Support
188.02878962092032,Customer 94,Resolved by AI
193.8474553923314,Customer 95,Arrived
193.8474553923314,Customer 95,Request type: simple
193.8474553923314,Customer 95,Queued for Level 1 Support
193.89691266364977,Customer 96,Arrived
193.89691266364977,Customer 96,Request type: simple
194.34815919430716,Customer 87,Resolved by Level 2
194.34815919430716,Customer 92,Level 2 Support Started
194.34815919430716,Customer 95,Level 1 Support Started
195.78667363250437,Customer 97,Arrived
195.78667363250437,Customer 97,Request type: complex
196.06967117255124,Customer 96,Resolved by AI
196.75562035356097,Customer 98,Arrived
196.75562035356097,Customer 98,Request type: simple
196.75562035356097,Customer 98,Queued for Level 1 Support
196.76674084897027,Customer 99,Arrived
196.76674084897027,Customer 99,Request type: complex
196.8539559052868,Customer 97,Resolved by AI
196.90876265345992,Customer 88,Resolved by Level 2
196.90876265345992,Customer 90,Level 2 Support Started
196.90876265345992,Customer 98,Level 1 Support Started
197.05335453190008,Customer 99,Resolved by AI
197.26069432868235,Customer 100,Arrived
197.26069432868235,Customer 100,Request type: complex
197.26069432868235,Customer 100,Queued for Level 1 Support
199.22576074535525,Customer 84,Resolved by Level 1
199.22576074535525,Customer 100,Level 1 Support Started
199.95703933627053,Customer 98,Resolved by Level 1
200.49378657794819,Customer 101,Arrived
200.49378657794819,Customer 101,Request type: complex
200.49378657794819,Customer 101,Queued for Level 1 Support
200.49378657794819,Customer 101,Level 1 Support Started
200.68353725281435,Customer 95,Resolved by Level 1
202.92061863614904,Customer 92,Resolved by Level 2
203.03453865071305,Customer 102,Arrived
203.03453865071305,Customer 102,Request type: complex
203.03453865071305,Customer 102,Queued for Level 1 Support
203.03453865071305,Customer 102,Level 1 Support Started
203.96792373769202,Customer 100,Resolved by Level 1
204.4627357987562,Customer 101,Escalated to Level 2
204.4627357987562,Customer 101,Queued for Level 2 Support
204.4627357987562,Customer 101,Level 2 Support Started
207.5846361593015,Customer 103,Arrived
207.5846361593015,Customer 103,Request type: simple
207.6652860179407,Customer 103,Resolved by AI
208.91024854566007,Customer 104,Arrived
208.91024854566007,Customer 104,Request type: complex
209.58323184169612,Customer 105,Arrived
209.58323184169612,Customer 105,Request type: simple
209.75125123150028,Customer 106,Arrived
209.75125123150028,Customer 106,Request type: simple
210.00167306666228,Customer 102,Escalated to Level 2
210.00167306666228,Customer 102,Queued for Level 2 Support
210.15304517315104,Customer 106,Resolved by AI
210.7672380200798,Customer 105,Resolved by AI
211.14542579537056,Customer 104,Resolved by AI
212.20245559324925,Customer 107,Arrived
212.20245559324925,Customer 107,Request type: complex
212.33103288054667,Customer 108,Arrived
212.33103288054667,Customer 108,Request type: simple
212.33103288054667,Customer 108,Queued for Level 1 Support
212.33103288054667,Customer 108,Level 1 Support Started
213.67124401084146,Customer 107,Resolved by AI
215.7696628689106,Customer 90,Resolved by Level 2
215.7696628689106,Customer 102,Level 2 Support Started
218.17087420644097,Customer 109,Arrived
218.17087420644097,Customer 109,Request type: complex
218.18270127466457,Customer 110,Arrived
218.18270127466457,Customer 110,Request type: complex
218.18270127466457,Customer 110,Queued for Level 1 Support
218.18270127466457,Customer 110,Level 1 Support Started
218.66514864007516,Customer 109,Resolved by AI
219.49887842917752,Customer 101,Resolved by Level 2
219.5845482911415,Customer 108,Resolved by Level 1
220.55616839541807,Customer 102,Resolved by Level 2
222.62732225850297,Customer 111,Arrived
222.62732225850297,Customer 111,Request type: simple
222.94606208421715,Customer 111,Resolved by AI
224.81592878846038,Customer 110,Escalated to Level 2
224.81592878846038,Customer 110,Queued for Level 2 Support
224.81592878846038,Customer 110,Level 2 Support Started
225.84488022706554,Customer 112,Arrived
225.84488022706554,Customer 112,Request type: complex
225.84488022706554,Customer 112,Queued for Level 1 Support
225.84488022706554,Customer 112,Level 1 Support Started
228.0553905584043,Customer 113,Arrived
228.0553905584043,Customer 113,Request type: simple
228.0553905584043,Customer 113,Queued for Level 1 Support
228.0553905584043,Customer 113,Level 1 Support Started
229.7401751605435,Customer 110,Resolved by Level 2
232.53651722976213,Customer 113,Resolved by Level 1
233.09542106881617,Customer 114,Arrived
233.09542106881617,Customer 114,Request type: simple
233.24125582376274,Customer 114,Resolved by AI
235.0236145394754,Customer 112,Escalated to Level 2
235.0236145394754,Customer 112,Queued for Level 2 Support
235.0236145394754,Customer 112,Level 2 Support Started
235.2707643229674,Customer 115,Arrived
235.2707643229674,Customer 115,Request type: simple
235.5395440742695,Customer 112,Resolved by Level 2
235.68249987137082,Customer 115,Resolved by AI
236.22394725128345,Customer 116,Arrived
236.22394725128345,Customer 116,Request type: complex
236.22394725128345,Customer 116,Queued for Level 1 Support
236.22394725128345,Customer 116,Level 1 Support Started
240.4584830731201,Customer 117,Arrived
240.4584830731201,Customer 117,Request type: simple
241.03991382775237,Customer 118,Arrived
241.03991382775237,Customer 118,Request type: complex
241.1109999998645,Customer 118,Resolved by AI
241.14689599747004,Customer 119,Arrived
241.14689599747004,Customer 119,Request type: simple
241.14689599747004,Customer 119,Queued for Level 1 Support
241.14689599747004,Customer 119,Level 1 Support Started
241.8408820753427,Customer 117,Resolved by AI
245.14065083881675,Customer 116,Escalated to Level 2
245.14065083881675,Customer 116,Queued for Level 2 Support
245.14065083881675,Customer 116,Level 2 Support Started
245.34655639178348,Customer 116,Resolved by Level 2
247.453334485597,Customer 120,Arrived
247.453334485597,Customer 120,Request type: simple
247.57481246603496,Customer 120,Resolved by AI
247.78398573425727,Customer 121,Arrived
247.78398573425727,Customer 121,Request type: complex
247.78398573425727,Customer 121,Queued for Level 1 Support
247.78398573425727,Customer 121,Level 1 Support Started
253.68768532157762,Customer 122,Arrived
253.68768532157762,Customer 122,Request type: simple
253.68768532157762,Customer 122,Queued for Level 1 Support
253.68768532157762,Customer 122,Level 1 Support Started
254.0550241952128,Customer 123,Arrived
254.0550241952128,Customer 123,Request type: simple
254.0550241952128,Customer 123,Queued for Level 1 Support
254.0550241952128,Customer 123,Level 1 Support Started
254.5819181903174,Customer 122,Resolved by Level 1
254.80016518850206,Customer 124,Arrived
254.80016518850206,Customer 124,Request type: complex
255.06538360882635,Customer 121,Escalated to Level 2
255.06538360882635,Customer 121,Queued for Level 2 Support
255.06538360882635,Customer 121,Level 2 Support Started
256.0554828852115,Customer 124,Resolved by AI
256.0868806124149,Customer 119,Resolved by Level 1
258.34273681776654,Customer 123,Resolved by Level 1
259.57266717421334,Customer 125,Arrived
259.57266717421334,Customer 125,Request type: simple
259.93160565729306,Customer 125,Resolved by AI
261.54632102370005,Customer 126,Arrived
261.54632102370005,Customer 126,Request type: simple
261.54632102370005,Customer 126,Queued for Level 1 Support
261.54632102370005,Customer 126,Level 1 Support Started
263.8519873152351,Customer 127,Arrived
263.8519873152351,Customer 127,Request type: complex
263.8519873152351,Customer 127,Queued for Level 1 Support
263.8519873152351,Customer 127,Level 1 Support Started
263.93585990007045,Customer 128,Arrived
263.93585990007045,Customer 128,Request type: simple
263.93585990007045,Customer 128,Queued for Level 1 Support
263.93585990007045,Customer 128,Level 1 Support Started
264.2092349796403,Customer 127,Escalated to Level 2
264.2092349796403,Customer 127,Queued for Level 2 Support
264.2092349796403,Customer 127,Level 2 Support Started
265.71909779657994,Customer 126,Resolved by Level 1
266.02151464167645,Customer 129,Arrived
266.02151464167645,Customer 129,Request type: complex
266.02151464167645,Customer 129,Queued for Level 1 Support
266.02151464167645,Customer 129,Level 1 Support Started
266.7970529600128,Customer 121,Resolved by Level 2
268.0404391257616,Customer 130,Arrived
268.0404391257616,Customer 130,Request type: complex
268.0404391257616,Customer 130,Queued for Level 1 Support
268.0404391257616,Customer 130,Level 1 Support Started
268.88047525817836,Customer 129,Escalated to Level 2
268.88047525817836,Customer 129,Queued for Level 2 Support
268.88047525817836,Customer 129,Level 2 Support Started
270.68741859047265,Customer 131,Arrived
270.68741859047265,Customer 131,Request type: complex
270.9691121884757,Customer 131,Resolved by AI
272.5750226467554,Customer 128,Resolved by Level 1
274.1817702813091,Customer 132,Arrived
274.1817702813091,Customer 132,Request type: complex
274.1817702813091,Customer 132,Queued for Level 1 Support
274.1817702813091,Customer 132,Level 1 Support Started
275.1330014486356,Customer 129,Resolved by Level 2
275.57943669693174,Customer 132,Escalated to Level 2
275.57943669693174,Customer 132,Queued for Level 2 Support
275.57943669693174,Customer 132,Level 2 Support Started
279.6369055050505,Customer 133,Arrived
279.6369055050505,Customer 133,Request type: simple
280.0299690828452,Customer 133,Resolved by AI
280.58971945219247,Customer 134,Arrived
280.58971945219247,Customer 134,Request type: complex
280.58971945219247,Customer 134,Queued for Level 1 Support
280.58971945219247,Customer 134,Level 1 Support Started
280.64524282643276,Customer 130,Resolved by Level 1
281.92682345573724,Customer 135,Arrived
281.92682345573724,Customer 135,Request type: complex
281.92682345573724,Customer 135,Queued for Level 1 Support
281.92682345573724,Customer 135,Level 1 Support Started
282.6698643248409,Customer 134,Escalated to Level 2
282.6698643248409,Customer 134,Queued for Level 2 Support
284.3426763439582,Customer 136,Arrived
284.3426763439582,Customer 136,Request type: complex
284.3426763439582,Customer 136,Queued for Level 1 Support
284.3426763439582,Customer 136,Level 1 Support Started
284.89512177640984,Customer 137,Arrived
284.89512177640984,Customer 137,Request type: complex
284.89512177640984,Customer 137,Queued for Level 1 Support
285.00403095120095,Customer 132,Resolved by Level 2
285.00403095120095,Customer 134,Level 2 Support Started
285.00403095120095,Customer 137,Level 1 Support Started
